"FileId","Status","ReadIndex","ReadTimestamp","FullName","RelPath","Extension","SizeBytes","SHA256","Category","CategoryLabel","EvidenceType","Model","Date","TestType","FailureMode","FailureExplanation","KeyFindings","KeyClaims","Relevance","ExtractPath","FullIncludePath","Notes","RelatedFiles","DuplicateOf","Reviewer"
"FRV2-0011","complete","11","2026-01-29 02:57:29","Legacy/MetaMD_Archive/Claude_SN.md","Legacy\MetaMD_Archive\Claude_SN.md",".md","10009","71610E31ABBE514DA8B9030271AEAF28E09011186EEB88556A6C3547CE7CBFC2","3","failed_attempts","code","Claude","2025-08-14","","unsupported_inference; proof_obligation_stuck; nondecreasing_measure","Rec_succ delta case uses a sorry-bound ordinal inequality that is mathematically false, so the proof is incomplete.","Measure_decreases defined for all rules; rec_succ delta branch inserts sorry for bound.","?/? lex harness; strong_normalization depends on bound in rec_succ.","High","","full_includes/2026-01-29__Claude_SN__full__001.md","Contains explicit sorry in rec_succ delta case.","Legacy\\MetaMD_Archive\\Claude_SN_Companion.md; Legacy\\MetaMD_Archive\\claude_sn_errors.md","","Codex"
"FRV2-0012","complete","12","2026-01-29 02:58:24","Legacy/MetaMD_Archive/Diag_Reports.md","Legacy\MetaMD_Archive\Diag_Reports.md",".md","15574","C138CEF27FE2EF56AD7E2E7E849AF1A1A1A1797231FBFE4329BB5F7561658037","3","failed_attempts","analysis","","","","proof_obligation_stuck; invalid_rewrite; type_mismatch; nonconvergence","Diagnostics show kappa definitional mismatches and ordinal arithmetic shape errors, leaving proofs incomplete.","Lists root causes for StrongNormal.lean failures and fixes (kappa rec cases, opow_add, R_eq_diff arity).","mu_lt_eq_diff missing; kappaD_drop_recSucc ill-formed; pattern mismatch in R_eq_diff.","High","","full_includes/2026-01-29__Diag_Reports__full__001.md","Multi-report diagnostic analysis.","Legacy\\MetaMD_Archive\\StrongNormal.md","","Codex"
"FRV2-0013","complete","13","2026-01-29 02:59:16","Legacy/MetaMD_Archive/EOD_Report_2024.md","Legacy\MetaMD_Archive\EOD_Report_2024.md",".md","6258","E5B74F156A1333B6B3EE2B51806DD78C3836B282F22B313E814FB92404DACF29","4","misc","analysis","","2024-12","","nonconvergence; environment_mismatch","End-of-day plan notes missing mu_lt_eq_diff and assumes Termination_Lex may already work, indicating unresolved proof completion.","Claims Termination_Lex likely complete; lists broken files; warns against rec_succ_bound.","? drops only on rec_succ; ? handles other rules; mu_lt_eq_diff potentially missing.","Low","","full_includes/2026-01-29__EOD_Report_2024__full__001.md","Planning memo; contains encoding artifacts.","Legacy\\MetaMD_Archive\\Termination_Lex.md","","Codex"
"FRV2-0014","complete","14","2026-01-29 03:00:04","Legacy/MetaMD_Archive/for_claude.md","Legacy\MetaMD_Archive\for_claude.md",".md","8593","E584CED948532E69E8DCF2CB19936CFE50F1F4CA73B0B4BE28CDF9FE77100B14","3","failed_attempts","analysis","Claude","","","constraint_violation; unsupported_inference","Prescriptive fix relies on rec_succ_bound ?-domination, which is disallowed and mathematically false in this project.","Provides step-by-step patch script but invokes rec_succ_bound in R_rec_succ delta case.","Claims can make Claude_SN green by using mu_lt_rec_succ with rec_succ_bound.","Med","extracts/03_failed_attempts/2026-01-29__for_claude__analysis__001.md","","Instructional script for Claude_SN fixes.","Legacy\\MetaMD_Archive\\Claude_SN.md","","Codex"
"FRV2-0015","complete","15","2026-01-29 03:01:07","Legacy/MetaMD_Archive/GPT-5-Pro.md","Legacy\MetaMD_Archive\GPT-5-Pro.md",".md","36610","2CC1DCF2833D2178BC911132E0BF5B45241295BE2C3CC52BB9F67BDF2C68605D","4","misc","analysis","GPT-5-Pro","","","nonconvergence","Guidance memo repeats planning steps and missing mu_lt_eq_diff without providing a completed proof artifact.","Warns against positivity-only opow_mul_lt_of_exp_lt; recommends lex ?/? strategy and adding mu_lt_eq_diff.","? drops only on rec_succ; ? handles other rules; mu_lt_eq_diff required.","Low","extracts/05_misc/2026-01-29__GPT-5-Pro__analysis__001.md","","Long patch proposal; not executed.","Legacy\\MetaMD_Archive\\MuCore.md; Legacy\\MetaMD_Archive\\Termination_Lex.md","","Codex"
"FRV2-0016","complete","16","2026-01-29 03:01:52","Legacy/MetaMD_Archive/Kappa.md","Legacy\MetaMD_Archive\Kappa.md",".md","2957","DDA891BE8336D7956783DA77E91014D9F49D3F153BBCC930367E7CAC4D53E8E6","3","failed_attempts","code","","2025-08-14","","nondecreasing_measure","Kappa definition increments on every rec? rather than only rec_succ, violating the intended invariant and failing to orient duplication.","Defines kappa with +1 on all rec?; provides simp lemmas.","kappa_eq_rec_succ equality; kappa_lt_rec_zero.","Med","","full_includes/2026-01-29__Kappa__full__001.md","Known dead-end ? definition.","Legacy\\MetaMD_Archive\\Termination_Lex.md","","Codex"
"FRV2-0017","complete","17","2026-01-29 03:08:24","Legacy/MetaMD_Archive/kernel_analysis.md","Legacy\MetaMD_Archive\kernel_analysis.md",".md","81434","06D45E825EBDE4BC3DA2DA0FE7F4DF40111DA6B9BDF74B4C9B7BE753975A208E","3","failed_attempts","analysis","ChatGPT","","","constraint_violation; unsupported_inference; proof_obligation_stuck","Audit notes show the axiom-/numeral-/boolean-free and incompleteness claims depend on missing lemmas and external Bool/Nat/classical features.","Hostile audit lists blocked lemmas, reliance on Bool/Nat, and impossibility alerts for classical laws without merge commutativity.","Axiom-, numeral-, and boolean-free verdicts fail; incompleteness blocked without L3-L9 and D1-D3.","High","extracts/03_failed_attempts/2026-01-29__kernel_analysis__analysis__001.md","","Hostile-audit prompt/response with verdicts and hard-stops for OTC kernel claims.","","","Codex"
"FRV2-0018","complete","18","2026-01-29 03:08:24","Legacy/MetaMD_Archive/latest_solution.md","Legacy\MetaMD_Archive\latest_solution.md",".md","54799","FE25EA023EE8F8499B3759F8055702C35FD7564A825D64A3A9083C8D1C9C560A","3","failed_attempts","analysis","ChatGPT","","","constraint_violation; invalid_rewrite; nondecreasing_measure; proof_obligation_stuck","The memo documents false ordinal lemmas and measure-invariant conflicts that leave the termination proof stuck under current constraints.","Constraint blockers identify impossible kappa invariants, a false opow lemma, and proof-harness mismatches.","Several prior attempts are disallowed; termination proof requires relaxed kappa policy and corrected ordinal bounds.","High","extracts/03_failed_attempts/2026-01-29__latest_solution__analysis__001.md","","Constraint-blocker memo with failed-attempts audit and proposed termination proof fixes.","","","Codex"
"FRV2-0019","complete","19","2026-01-29 03:43:45","Legacy/MetaMD_Archive/math_docs.md","Legacy\MetaMD_Archive\math_docs.md",".md","16190","699B5EC35C5701875F3AA2B1607A63EAF302CFB5C829983EF52D02DFCDDB48BE","3","failed_attempts","analysis","GPT-5","2025-08-10","","inconsistency; unsupported_inference","The document labels MuCore fully green while also listing missing rec_succ and deferred eq_diff proofs, showing termination support is incomplete.","Meta doc declares MuCore ALL GREEN yet enumerates missing R_rec_succ proof and deferred eq_diff handling; lex ?/? still required.","MuCore provides ? decrease for 7/8 rules; R_rec_succ missing; eq_diff deferred to lex measure.","High","extracts/03_failed_attempts/2026-01-29__math_docs__analysis__001.md","","Meta documentation summarizing ordinal measure status and remaining gaps.","Legacy\MetaMD_Archive\MuCore.md; Legacy\MetaMD_Archive\MuCore_Diag.md","","Codex"
"FRV2-0020","complete","20","2026-01-29 03:44:55","Legacy/MetaMD_Archive/Measure.md","Legacy\MetaMD_Archive\Measure.md",".md","9767","EDC3A322668F09A5FA6922E94666D18911174E37C274AFBA7E7AB9560A889B3A","3","failed_attempts","proof-attempt","AI","2025-08-14","","constraint_violation; unsupported_inference","The rec_succ case depends on MetaSN.rec_succ_bound, a disallowed domination assumption, so the lex measure proof is invalid under project constraints.","R_rec_succ delta branch invokes MetaSN.mu_lt_rec_succ with rec_succ_bound; file asserts strong_normalization despite this forbidden dependency.","Lexicographic (?, ?) measure decreases on all rules; uses rec_succ_bound for the delta branch.","High","extracts/03_failed_attempts/2026-01-29__Measure__proof_attempt__001.md","","Generated Measure.lean snapshot with lex proof attempt and forbidden rec_succ_bound use.","Legacy\MetaMD_Archive\MuCore.md; Legacy\MetaMD_Archive\Termination_Lex.md","","Codex"
"FRV2-0021","complete","21","2026-01-29 03:46:18","Legacy/MetaMD_Archive/Meta.md","Legacy\MetaMD_Archive\Meta.md",".md","2825","6D44D3C69D8EDA1B8F11FA7EE8335693E7AFD485D7242ED66AEB4A421B1CBC01","3","failed_attempts","code","AI","2025-08-14","","constraint_violation","Meta.lean introduces Bool-valued helpers and imports linarith, violating the boolean-free/axiom-free constraints.","Defines hasStep : Trace ? Bool and imports Mathlib.Tactic.Linarith, indicating reliance on Boolean and external tactics.","Provides auxiliary measures and a step-detection helper for proofs.","Med","extracts/03_failed_attempts/2026-01-29__Meta__analysis__001.md","","Meta helper file; contains Bool usage and linarith import.","Legacy\MetaMD_Archive\Measure.md","","Codex"
"FRV2-0022","complete","22","2026-01-29 03:53:43","Legacy/MetaMD_Archive/MuLexSN.md","Legacy\MetaMD_Archive\MuLexSN.md",".md","3750","C25EA607D49BD25954E719648A67C9DE2048DC3C0E35870BF9BE0711E1F4AC5C","3","failed_attempts","proof-attempt","AI","2025-08-14","","nondecreasing_measure; unsupported_inference","The kappaTop bit increases on rules like merge-void/rec_zero, so the lex proof wrongly assumes kappaTop equality via simp.","kappaTop marks only root rec?, but merge void and rec_zero can increase it; ??_decreases asserts equality by simp across all rules.","Lexicographic (kappaTop, ?) measure decreases on all rules without rec_succ_bound.","High","extracts/03_failed_attempts/2026-01-29__MuLexSN__proof_attempt__001.md","","Proof attempt with kappaTop bit; equality assumptions fail on non-rec? to rec? transitions.","Legacy\MetaMD_Archive\Measure.md; Legacy\MetaMD_Archive\MuCore.md","","Codex"
"FRV2-0023","complete","23","2026-01-29 03:54:57","Legacy/MetaMD_Archive/MuPort.md","Legacy\MetaMD_Archive\MuPort.md",".md","8575","888124EDDF8B229110C202647B641CA7767AD92E9B56E3582637C3764F48BAB6","3","failed_attempts","analysis","AI","2025-08-14","","unsupported_inference","The file flags the rec_succ_bound approach as invalid and includes placeholder lemma signatures, indicating incomplete, non-usable termination scaffolding.","Header declares the approach doomed; merge_inner_bound_simple' carries a placeholder True argument to keep signatures distinct.","Provides ordinal helper lemmas for ? bounds while forbidding rec_succ_bound and positivity-only opow lemmas.","Med","extracts/03_failed_attempts/2026-01-29__MuPort__analysis__001.md","","Port attempt with explicit 'do not use' warning and placeholder lemma structure.","Legacy\MetaMD_Archive\MuCore.md; Legacy\MetaMD_Archive\Patch2025_08_10.md","","Codex"
"FRV2-0024","complete","24","2026-01-29 03:55:54","Legacy/MetaMD_Archive/Patch2025_08_10.md","Legacy\MetaMD_Archive\Patch2025_08_10.md",".md","2333","F5F792B6E72996883416D68E00606C8AB0354D99CED2C3EECF9091C57A586833","4","misc","code","AI","2025-08-14","","","Compatibility wrappers for ordinal lemmas; no direct failure evidence, just supporting infrastructure.","Defines opow monotonicity, ordinal mul_succ, and ord_mul_le_mul wrappers for later proofs.","Provides compat wrappers for ordinal reasoning utilities.","Low","extracts/05_misc/2026-01-29__Patch2025_08_10__code__001.md","","Patch file with ordinal compat helpers.","Legacy\MetaMD_Archive\MuPort.md; Legacy\MetaMD_Archive\MuCore.md","","Codex"
"FRV2-0025","complete","25","2026-01-29 03:57:12","Legacy/MetaMD_Archive/SN_Delta.md","Legacy\MetaMD_Archive\SN_Delta.md",".md","5488","2FBEEBA4954B4F8731BF05022A30EE62159BDD4186B6B9030A04D0DF7A24FDF4","3","failed_attempts","proof-attempt","AI","2025-08-14","","proof_obligation_stuck; unsupported_inference","The proof contains a `sorry` in the rec_zero case and asserts unreachable branches, leaving the SN argument incomplete.","??_decreases includes an explicit `sorry` and a merge_cancel branch that relies on False.elim rather than a valid measure drop.","Uses (d, ?) lex measure to prove strong normalization without rec_succ_bound.","High","extracts/03_failed_attempts/2026-01-29__SN_Delta__proof_attempt__001.md","","SN_Delta proof attempt with explicit sorry and inconsistent branches.","Legacy\MetaMD_Archive\Measure.md; Legacy\MetaMD_Archive\MuCore.md","","Codex"
"FRV2-0026","complete","26","2026-01-29 03:58:18","Legacy/MetaMD_Archive/SN_Final_Diags.md","Legacy\MetaMD_Archive\SN_Final_Diags.md",".md","5439","478457F74850744814483C0CE4C2CBBD4634EEF9C3FCA7F2E96F045FF325362D","3","failed_attempts","diagnostic","Lean","","","proof_obligation_stuck; type_mismatch","Lean diagnostics show the rec_succ proof state stuck and an invalid pattern alternative error in SN_Final.lean.","Rec_succ case goal remains; error 'Invalid alternative name n''; diagnostics reveal Bool/DecidableEq unfolding.","Attempted SN_Final proof fails at rec_succ case and pattern matching.","High","extracts/03_failed_attempts/2026-01-29__SN_Final_Diags__diagnostic__001.md","","Lean diagnostic output from SN_Final.lean build.","Legacy\MetaMD_Archive\SN_Final.md; Legacy\MetaMD_Archive\Measure.md","","Codex"
"FRV2-0027","complete","27","2026-01-29 12:54:29","Legacy/MetaMD_Archive/SN_Final.md","Legacy\MetaMD_Archive\SN_Final.md",".md","9702","55B2AD5600522515D9AA51729D5628CE39504DF5DD36B235B773F3F045BFB180","3","failed_attempts","proof-attempt","AI","","","unsupported_inference; nondecreasing_measure","The proof claims deltaFlag/kappa lex decreases, but diagnostics show rec_succ stuck and pattern errors; the measure strategy is unvalidated.","Introduces deltaFlag and kappa+2 to force rec_succ drop; relies on MetaSN ? lemmas and complex measure nesting.","Triple lex measure (deltaFlag,(kappa,?)) yields strong normalization for all rules.","High","extracts/03_failed_attempts/2026-01-29__SN_Final__proof_attempt__001.md","","SN_Final proof attempt; see SN_Final_Diags for the failure log.","Legacy\MetaMD_Archive\SN_Final_Diags.md; Legacy\MetaMD_Archive\Measure.md","","Codex"
"FRV2-0028","complete","28","2026-01-29 12:55:34","Legacy/MetaMD_Archive/SN_Opus.md","Legacy\MetaMD_Archive\SN_Opus.md",".md","7589","D1A02D18B85E10D0C6C1BD9C7200D167EE71C9C7A65F3FCD87CFE3E7B20F9B4F","3","failed_attempts","proof-attempt","AI","2025-08-14","","constraint_violation; unsupported_inference","The proof sketch uses linarith and informal ordinal inequalities to assert ?? decreases, which is not justified in the project constraints.","Defines a double-exponent ?? and claims all rule decreases, including rec_succ, via linarith and max_def case splits.","?? strictly decreases for all kernel rules and yields SN without auxiliary ?/? lex measures.","High","extracts/03_failed_attempts/2026-01-29__SN_Opus__proof_attempt__001.md","","SN_Opus uses double-exponent measure and linarith over ordinals.","Legacy\MetaMD_Archive\SN_Delta.md; Legacy\MetaMD_Archive\MuCore.md","","Codex"
"FRV2-0029","complete","29","2026-01-29 12:56:40","Legacy/MetaMD_Archive/SN_Phi.md","Legacy\MetaMD_Archive\SN_Phi.md",".md","18370","4B7F7E6E2A5B0D1D2546E5CE5D8A0B443D5B316C76E9E9FE2F6C6B2C5BCA1776","3","failed_attempts","proof-attempt","AI","2025-08-14","","constraint_violation; proof_obligation_stuck; unsupported_inference","The file uses linarith/norm_num and contains an admit in the rec_succ proof, so the ?-based SN proof is incomplete.","? measure attempt includes an explicit 'admit' and heavy ordinal arithmetic justified by informal inequalities.","Single ? ordinal measure decreases on all rules and yields SN without lex measures.","High","extracts/03_failed_attempts/2026-01-29__SN_Phi__proof_attempt__001.md","","SN_Phi relies on ordinal arithmetic plus an admit in phi_merge_lt_rec.","Legacy\MetaMD_Archive\SN_Opus.md; Legacy\MetaMD_Archive\MuCore.md","","Codex"
"FRV2-0030","complete","30","2026-01-29 12:57:43","Legacy/MetaMD_Archive/StrongNormal.md","Legacy\MetaMD_Archive\StrongNormal.md",".md","6390","8E13E399EF025C737B4AC93A3035FE57F5B7CE1E7051A0F2C1221B6A5F0E6B85","3","failed_attempts","proof-attempt","AI","2025-08-14","","proof_obligation_stuck","The proof depends on ? lemmas (e.g., mu_lt_eq_diff, mu_lt_rec_zero) that are missing or disputed elsewhere, so SN is not established.","Defines kappaD lex with ?; assumes all ?-drop lemmas are available and correct.","Strong normalization via (kappaD, ?) lex measure without rec_succ_bound.","High","extracts/03_failed_attempts/2026-01-29__StrongNormal__proof_attempt__001.md","","Harness-style SN proof that relies on missing ? lemmas.","Legacy\MetaMD_Archive\MuCore.md; Legacy\MetaMD_Archive\MuCore_Diag.md","","Codex"
"FRV2-0031","complete","31","2026-01-29 13:02:13","Legacy/MetaMD_Archive/Termination_C.md","Legacy\MetaMD_Archive\Termination_C.md",".md","68346","9A17F4C7F9B629A0FBB905F8E1A1B2D2C8FECFFCB2CFF2752A42F4C10C8EC1E7","3","failed_attempts","proof-attempt","AI","2025-08-14","","constraint_violation; proof_obligation_stuck; unsupported_inference","Termination_C relies on heavy tactic automation and a dead-end section with commented sorries, so the proof is not valid under project constraints.","Imports linarith/norm_num/tactic/ring; later marks a dead-end with commented-out proofs/sorries for kappaTop approach.","Large ?/? termination development aiming for SN with ? lemmas and lex measures.","High","extracts/03_failed_attempts/2026-01-29__Termination_C__proof_attempt__001.md","","Large termination development; contains a dead-end section and disallowed tactics.","Legacy\MetaMD_Archive\MuCore.md; Legacy\MetaMD_Archive\StrongNormal.md","","Codex"
"FRV2-0032","complete","32","2026-01-29 13:04:08","Legacy/MetaMD_Archive/Termination_Legacy.md","Legacy\MetaMD_Archive\Termination_Legacy.md",".md","52324","7E6BEA6B0B9B9A6D8D6712AF9D25E0D86FEE7C8A9B11AF39A4F76F0D48A2D6B3","3","failed_attempts","proof-attempt","AI","2025-08-14","","constraint_violation; unsupported_inference","Termination_Legacy uses heavy tactic automation and introduces a parameterized bound to bypass the rec_succ proof, leaving the core inequality unproven.","Imports linarith/norm_num/ring/tactic; rec_succ handled via a hypothesis h_bound in mu_rec?_plus_3_lt rather than a proof.","Claims ?-based termination with auxiliary lemmas and a surgical fix for rec_succ.","High","extracts/03_failed_attempts/2026-01-29__Termination_Legacy__proof_attempt__001.md","","Legacy termination file with tactic-heavy proofs and parameterized bound.","Legacy\MetaMD_Archive\Termination_C.md; Legacy\MetaMD_Archive\Measure.md","","Codex"
"FRV2-0033","complete","33","2026-01-29 13:05:56","Legacy/MetaMD_Archive/Termination_Lex.md","Legacy\MetaMD_Archive\Termination_Lex.md",".md","6321","E370E4767AFAF6C5D15A2E3D8C8F225B08C9D8C3D8E4C9A5C02C0E96C14972A8","3","failed_attempts","proof-attempt","AI","","","nondecreasing_measure; unsupported_inference","The kappaTop proof applies a left-branch decrease in cases where kappaTop increases (e.g., merge void with rec?), so the lex decrease is invalid.","In R_merge_void_left/ right on rec?, the proof tries Prod.Lex.left with kappaTop=1 vs 0, which is the wrong direction.","kappaTop + ? lex decreases for all Step rules.","High","extracts/03_failed_attempts/2026-01-29__Termination_Lex__proof_attempt__001.md","","Termination_Lex uses top-level rec? bit as ?; merge-void on rec? breaks the order.","Legacy\MetaMD_Archive\MuLexSN.md; Legacy\MetaMD_Archive\Termination_Legacy.md","","Codex"
"FRV2-0034","complete","34","2026-01-29 13:06:42","Legacy/MetaMD_Archive/Termination_Lex3.lean","Legacy\MetaMD_Archive\Termination_Lex3.lean",".lean","2181","48CC2C7FA7C666D9EFDA08D492EA88F49128BD160F2C8D258BA5384BB0A79408","3","failed_attempts","proof-attempt","AI","","","nonconvergence","The file only sketches a triple-lex measure with a few rule drops; it does not cover all rules or conclude SN.","Defines ?3 and proves drops for rec_zero and merge-void rules only; no full step decrease proof.","Lex3 measure is well-founded and supports some rule decreases.","Med","extracts/03_failed_attempts/2026-01-29__Termination_Lex3__proof_attempt__001.md","","Partial lex3 skeleton; depends on MetaSN_DM/Termination_KO7.","Legacy\MetaMD_Archive\Termination_Lex.md","","Codex"
